id	replicate	gDNA	ATAC	H3K27ac
template1_class3_ONECUT1_XBP1_CTCF_NR2F2	1	550	69	30
template1_class3_ONECUT1_XBP1_CTCF_PPARA	1	482	39	43
template1_class3_ONECUT1_XBP1_CTCF_REST	1	391	36	0
template1_class3_ONECUT1_XBP1_FOXA1_CEBPA	1	718	7	61
template1_class3_ONECUT1_XBP1_FOXA1_CTCF	1	973	102	47
template1_class3_ONECUT1_XBP1_FOXA1_HNF1A	1	1579	209	99
template1_class3_ONECUT1_XBP1_FOXA1_NR2F2	1	15	49	34
template1_class3_ONECUT1_XBP1_FOXA1_PPARA	1	740	106	65
template1_class3_ONECUT1_XBP1_FOXA1_REST	1	502	29	45
template1_class3_ONECUT1_XBP1_HNF1A_CEBPA	1	695	128	20
template1_class3_ONECUT1_XBP1_HNF1A_CTCF	1	878	136	88
template1_class3_ONECUT1_XBP1_HNF1A_FOXA1	1	486	57	24
template1_class3_ONECUT1_XBP1_HNF1A_NR2F2	1	210	37	81
template1_class3_ONECUT1_XBP1_HNF1A_PPARA	1	801	63	74
template1_class3_ONECUT1_XBP1_HNF1A_REST	1	1001	61	11
template1_class3_ONECUT1_XBP1_NR2F2_CEBPA	1	9	17	40
template1_class3_ONECUT1_XBP1_NR2F2_CTCF	1	611	50	61
template1_class3_ONECUT1_XBP1_NR2F2_FOXA1	1	5	34	42
template1_class3_ONECUT1_XBP1_NR2F2_HNF1A	1	1	44	13
template1_class3_ONECUT1_XBP1_NR2F2_PPARA	1	1215	91	143
template1_class3_ONECUT1_XBP1_NR2F2_REST	1	274	26	14
template1_class3_ONECUT1_XBP1_PPARA_CEBPA	1	639	65	45
template1_class3_ONECUT1_XBP1_PPARA_CTCF	1	360	49	47
template1_class3_ONECUT1_XBP1_PPARA_FOXA1	1	508	64	28
template1_class3_ONECUT1_XBP1_PPARA_HNF1A	1	1089	194	99
template1_class3_ONECUT1_XBP1_PPARA_NR2F2	1	1131	48	65
template1_class3_ONECUT1_XBP1_PPARA_REST	1	521	18	15
template1_class3_ONECUT1_XBP1_REST_CEBPA	1	639	12	0
template1_class3_ONECUT1_XBP1_REST_CTCF	1	494	46	40
template1_class3_ONECUT1_XBP1_REST_FOXA1	1	264	0	3
template1_class3_ONECUT1_XBP1_REST_HNF1A	1	689	127	42
template1_class3_ONECUT1_XBP1_REST_NR2F2	1	208	47	31
template1_class3_ONECUT1_XBP1_REST_PPARA	1	610	55	19
template1_class3_PPARA_CEBPA_CTCF_FOXA1	1	382	36	12
template1_class3_PPARA_CEBPA_CTCF_HNF1A	1	491	50	8
template1_class3_PPARA_CEBPA_CTCF_NR2F2	1	707	44	72
template1_class3_PPARA_CEBPA_CTCF_ONECUT1	1	472	50	0
template1_class3_PPARA_CEBPA_CTCF_REST	1	556	38	12
template1_class3_PPARA_CEBPA_CTCF_XBP1	1	476	0	12
template1_class3_PPARA_CEBPA_FOXA1_CTCF	1	844	54	17
template1_class3_PPARA_CEBPA_FOXA1_HNF1A	1	519	77	62
template1_class3_PPARA_CEBPA_FOXA1_NR2F2	1	32	45	45
template1_class3_PPARA_CEBPA_FOXA1_ONECUT1	1	386	76	48
template1_class3_PPARA_CEBPA_FOXA1_REST	1	758	58	28
template1_class3_PPARA_CEBPA_FOXA1_XBP1	1	930	87	29
template1_class3_PPARA_CEBPA_HNF1A_CTCF	1	330	36	3
template1_class3_PPARA_CEBPA_HNF1A_FOXA1	1	932	103	98
template1_class3_PPARA_CEBPA_HNF1A_NR2F2	1	377	79	33
template1_class3_PPARA_CEBPA_HNF1A_ONECUT1	1	722	75	35
template1_class3_PPARA_CEBPA_HNF1A_REST	1	420	53	10
template1_class3_PPARA_CEBPA_HNF1A_XBP1	1	993	79	69
template1_class3_PPARA_CEBPA_NR2F2_CTCF	1	381	67	28
template1_class3_PPARA_CEBPA_NR2F2_FOXA1	1	0	19	14
template1_class3_PPARA_CEBPA_NR2F2_HNF1A	1	0	4	16
template1_class3_PPARA_CEBPA_NR2F2_ONECUT1	1	0	14	14
template1_class3_PPARA_CEBPA_NR2F2_REST	1	330	49	10
template1_class3_PPARA_CEBPA_NR2F2_XBP1	1	4	8	16
template1_class3_PPARA_CEBPA_ONECUT1_CTCF	1	309	71	16
template1_class3_PPARA_CEBPA_ONECUT1_FOXA1	1	493	16	34
template1_class3_PPARA_CEBPA_ONECUT1_HNF1A	1	543	33	15
template1_class3_PPARA_CEBPA_ONECUT1_NR2F2	1	313	100	44
template1_class3_PPARA_CEBPA_ONECUT1_REST	1	669	91	16
template1_class3_PPARA_CEBPA_ONECUT1_XBP1	1	846	92	14
template1_class3_PPARA_CEBPA_REST_CTCF	1	208	0	0
template1_class3_PPARA_CEBPA_REST_FOXA1	1	331	43	10
template1_class3_PPARA_CEBPA_REST_HNF1A	1	653	93	8
template1_class3_PPARA_CEBPA_REST_NR2F2	1	335	36	0
template1_class3_PPARA_CEBPA_REST_ONECUT1	1	401	10	28
template1_class3_PPARA_CEBPA_REST_XBP1	1	729	93	24
template1_class3_PPARA_CEBPA_XBP1_CTCF	1	261	19	12
template1_class3_PPARA_CEBPA_XBP1_FOXA1	1	850	106	29
template1_class3_PPARA_CEBPA_XBP1_HNF1A	1	1445	151	135
template1_class3_PPARA_CEBPA_XBP1_NR2F2	1	202	30	49
template1_class3_PPARA_CEBPA_XBP1_ONECUT1	1	671	59	39
template1_class3_PPARA_CEBPA_XBP1_REST	1	198	10	0
template1_class3_PPARA_CTCF_CEBPA_FOXA1	1	718	74	15
template1_class3_PPARA_CTCF_CEBPA_HNF1A	1	472	91	0
template1_class3_PPARA_CTCF_CEBPA_NR2F2	1	326	24	15
template1_class3_PPARA_CTCF_CEBPA_ONECUT1	1	423	50	47
template1_class3_PPARA_CTCF_CEBPA_REST	1	307	32	11
template1_class3_PPARA_CTCF_CEBPA_XBP1	1	405	27	0
template1_class3_PPARA_CTCF_FOXA1_CEBPA	1	807	24	24
template1_class3_PPARA_CTCF_FOXA1_HNF1A	1	760	35	81
template1_class3_PPARA_CTCF_FOXA1_NR2F2	1	251	18	14
template1_class3_PPARA_CTCF_FOXA1_ONECUT1	1	613	83	26
template1_class3_PPARA_CTCF_FOXA1_REST	1	367	34	7
template1_class3_PPARA_CTCF_FOXA1_XBP1	1	76	0	20
template1_class3_PPARA_CTCF_HNF1A_CEBPA	1	477	53	39
template1_class3_PPARA_CTCF_HNF1A_FOXA1	1	558	76	26
template1_class3_PPARA_CTCF_HNF1A_NR2F2	1	340	46	61
template1_class3_PPARA_CTCF_HNF1A_ONECUT1	1	303	15	21
template1_class3_PPARA_CTCF_HNF1A_REST	1	448	81	20
template1_class3_PPARA_CTCF_HNF1A_XBP1	1	455	55	26
template1_class3_PPARA_CTCF_NR2F2_CEBPA	1	62	4	21
template1_class3_PPARA_CTCF_NR2F2_FOXA1	1	2	18	8
template1_class3_PPARA_CTCF_NR2F2_HNF1A	1	13	9	43
template1_class3_PPARA_CTCF_NR2F2_ONECUT1	1	2	3	7
template1_class3_PPARA_CTCF_NR2F2_REST	1	509	24	0
template1_class3_PPARA_CTCF_NR2F2_XBP1	1	16	11	16
template1_class3_PPARA_CTCF_ONECUT1_CEBPA	1	1033	73	46
template1_class3_PPARA_CTCF_ONECUT1_FOXA1	1	804	20	26
template1_class3_PPARA_CTCF_ONECUT1_HNF1A	1	625	76	34
template1_class3_PPARA_CTCF_ONECUT1_NR2F2	1	327	32	32
template1_class3_PPARA_CTCF_ONECUT1_REST	1	216	7	0
template1_class3_PPARA_CTCF_ONECUT1_XBP1	1	248	26	4
template1_class3_PPARA_CTCF_REST_CEBPA	1	680	48	19
template1_class3_PPARA_CTCF_REST_FOXA1	1	465	50	5
template1_class3_PPARA_CTCF_REST_HNF1A	1	342	23	9
template1_class3_PPARA_CTCF_REST_NR2F2	1	926	27	16
template1_class3_PPARA_CTCF_REST_ONECUT1	1	513	33	28
template1_class3_PPARA_CTCF_REST_XBP1	1	441	39	8
template1_class3_PPARA_CTCF_XBP1_CEBPA	1	269	20	31
template1_class3_PPARA_CTCF_XBP1_FOXA1	1	415	94	80
template1_class3_PPARA_CTCF_XBP1_HNF1A	1	568	31	64
template1_class3_PPARA_CTCF_XBP1_NR2F2	1	361	61	70
template1_class3_PPARA_CTCF_XBP1_ONECUT1	1	312	23	38
template1_class3_PPARA_CTCF_XBP1_REST	1	293	16	20
template1_class3_PPARA_FOXA1_CEBPA_CTCF	1	416	41	4
template1_class3_PPARA_FOXA1_CEBPA_HNF1A	1	460	60	45
template1_class3_PPARA_FOXA1_CEBPA_NR2F2	1	30	50	38
template1_class3_PPARA_FOXA1_CEBPA_ONECUT1	1	941	89	87
template1_class3_PPARA_FOXA1_CEBPA_REST	1	309	37	34
template1_class3_PPARA_FOXA1_CEBPA_XBP1	1	716	63	59
template1_class3_PPARA_FOXA1_CTCF_CEBPA	1	503	26	19
template1_class3_PPARA_FOXA1_CTCF_HNF1A	1	606	63	54
template1_class3_PPARA_FOXA1_CTCF_NR2F2	1	317	49	38
template1_class3_PPARA_FOXA1_CTCF_ONECUT1	1	832	49	59
template1_class3_PPARA_FOXA1_CTCF_REST	1	350	11	40
template1_class3_PPARA_FOXA1_CTCF_XBP1	1	245	15	40
template1_class3_PPARA_FOXA1_HNF1A_CEBPA	1	676	43	60
template1_class3_PPARA_FOXA1_HNF1A_CTCF	1	274	25	18
template1_class3_PPARA_FOXA1_HNF1A_NR2F2	1	344	55	24
template1_class3_PPARA_FOXA1_HNF1A_ONECUT1	1	843	81	27
template1_class3_PPARA_FOXA1_HNF1A_REST	1	374	27	26
template1_class3_PPARA_FOXA1_HNF1A_XBP1	1	481	71	19
template1_class3_PPARA_FOXA1_NR2F2_CEBPA	1	1	13	0
template1_class3_PPARA_FOXA1_NR2F2_CTCF	1	297	34	39
template1_class3_PPARA_FOXA1_NR2F2_HNF1A	1	0	22	17
template1_class3_PPARA_FOXA1_NR2F2_ONECUT1	1	3	20	17
template1_class3_PPARA_FOXA1_NR2F2_REST	1	174	17	4
template1_class3_PPARA_FOXA1_NR2F2_XBP1	1	0	7	5
template1_class3_PPARA_FOXA1_ONECUT1_CEBPA	1	444	37	71
template1_class3_PPARA_FOXA1_ONECUT1_CTCF	1	751	63	89
template1_class3_PPARA_FOXA1_ONECUT1_HNF1A	1	877	61	56
template1_class3_PPARA_FOXA1_ONECUT1_NR2F2	1	410	141	100
template1_class3_PPARA_FOXA1_ONECUT1_REST	1	774	66	10
template1_class3_PPARA_FOXA1_ONECUT1_XBP1	1	992	73	19
template1_class3_PPARA_FOXA1_REST_CEBPA	1	392	13	6
template1_class3_PPARA_FOXA1_REST_CTCF	1	229	17	7
template1_class3_PPARA_FOXA1_REST_HNF1A	1	168	6	0
template1_class3_PPARA_FOXA1_REST_NR2F2	1	321	21	27
template1_class3_PPARA_FOXA1_REST_ONECUT1	1	759	78	18
template1_class3_PPARA_FOXA1_REST_XBP1	1	609	19	23
template1_class3_PPARA_FOXA1_XBP1_CEBPA	1	444	24	4
template1_class3_PPARA_FOXA1_XBP1_CTCF	1	70	0	3
template1_class3_PPARA_FOXA1_XBP1_HNF1A	1	762	116	61
template1_class3_PPARA_FOXA1_XBP1_NR2F2	1	342	85	53
template1_class3_PPARA_FOXA1_XBP1_ONECUT1	1	229	19	14
template1_class3_PPARA_FOXA1_XBP1_REST	1	97	18	0
template1_class3_PPARA_HNF1A_CEBPA_CTCF	1	504	64	64
template1_class3_PPARA_HNF1A_CEBPA_FOXA1	1	1346	202	120
template1_class3_PPARA_HNF1A_CEBPA_NR2F2	1	379	67	47
template1_class3_PPARA_HNF1A_CEBPA_ONECUT1	1	493	81	19
template1_class3_PPARA_HNF1A_CEBPA_REST	1	529	44	16
template1_class3_PPARA_HNF1A_CEBPA_XBP1	1	451	46	45
template1_class3_PPARA_HNF1A_CTCF_CEBPA	1	467	46	27
template1_class3_PPARA_HNF1A_CTCF_FOXA1	1	477	60	57
template1_class3_PPARA_HNF1A_CTCF_NR2F2	1	565	61	62
template1_class3_PPARA_HNF1A_CTCF_ONECUT1	1	628	96	55
template1_class3_PPARA_HNF1A_CTCF_REST	1	335	16	6
template1_class3_PPARA_HNF1A_CTCF_XBP1	1	330	30	12
template1_class3_PPARA_HNF1A_FOXA1_CEBPA	1	714	69	55
template1_class3_PPARA_HNF1A_FOXA1_CTCF	1	372	47	18
template1_class3_PPARA_HNF1A_FOXA1_NR2F2	1	536	76	76
template1_class3_PPARA_HNF1A_FOXA1_ONECUT1	1	679	55	56
template1_class3_PPARA_HNF1A_FOXA1_REST	1	231	51	7
template1_class3_PPARA_HNF1A_FOXA1_XBP1	1	703	41	41
template1_class3_PPARA_HNF1A_NR2F2_CEBPA	1	1	10	2
template1_class3_PPARA_HNF1A_NR2F2_CTCF	1	767	70	41
template1_class3_PPARA_HNF1A_NR2F2_FOXA1	1	2	31	15
template1_class3_PPARA_HNF1A_NR2F2_ONECUT1	1	0	6	7
template1_class3_PPARA_HNF1A_NR2F2_REST	1	42	20	40
template1_class3_PPARA_HNF1A_NR2F2_XBP1	1	1	13	11
template1_class3_PPARA_HNF1A_ONECUT1_CEBPA	1	418	39	30
template1_class3_PPARA_HNF1A_ONECUT1_CTCF	1	313	31	84
template1_class3_PPARA_HNF1A_ONECUT1_FOXA1	1	425	21	21
template1_class3_PPARA_HNF1A_ONECUT1_NR2F2	1	303	126	128
template1_class3_PPARA_HNF1A_ONECUT1_REST	1	376	57	28
template1_class3_PPARA_HNF1A_ONECUT1_XBP1	1	640	56	15
template1_class3_PPARA_HNF1A_REST_CEBPA	1	374	3	43
template1_class3_PPARA_HNF1A_REST_CTCF	1	388	58	49
template1_class3_PPARA_HNF1A_REST_FOXA1	1	339	13	12
template1_class3_PPARA_HNF1A_REST_NR2F2	1	654	44	46
template1_class3_PPARA_HNF1A_REST_ONECUT1	1	776	24	46
template1_class3_PPARA_HNF1A_REST_XBP1	1	801	70	23
template1_class3_PPARA_HNF1A_XBP1_CEBPA	1	1316	147	85
template1_class3_PPARA_HNF1A_XBP1_CTCF	1	279	37	22
template1_class3_PPARA_HNF1A_XBP1_FOXA1	1	554	58	26
template1_class3_PPARA_HNF1A_XBP1_NR2F2	1	35	60	37
template1_class3_PPARA_HNF1A_XBP1_ONECUT1	1	808	55	82
template1_class3_PPARA_HNF1A_XBP1_REST	1	707	135	21
template1_class3_PPARA_NR2F2_CEBPA_CTCF	1	371	17	18
template1_class3_PPARA_NR2F2_CEBPA_FOXA1	1	676	40	31
template1_class3_PPARA_NR2F2_CEBPA_HNF1A	1	2	12	17
template1_class3_PPARA_NR2F2_CEBPA_ONECUT1	1	325	67	24
template1_class3_PPARA_NR2F2_CEBPA_REST	1	503	47	26
template1_class3_PPARA_NR2F2_CEBPA_XBP1	1	2	15	4
template1_class3_PPARA_NR2F2_CTCF_CEBPA	1	715	33	61
template1_class3_PPARA_NR2F2_CTCF_FOXA1	1	544	49	6
template1_class3_PPARA_NR2F2_CTCF_HNF1A	1	1539	79	62
template1_class3_PPARA_NR2F2_CTCF_ONECUT1	1	409	9	8
template1_class3_PPARA_NR2F2_CTCF_REST	1	1303	30	10
template1_class3_PPARA_NR2F2_CTCF_XBP1	1	1813	70	103
template1_class3_PPARA_NR2F2_FOXA1_CEBPA	1	715	56	37
template1_class3_PPARA_NR2F2_FOXA1_CTCF	1	566	77	22
template1_class3_PPARA_NR2F2_FOXA1_HNF1A	1	0	18	5
template1_class3_PPARA_NR2F2_FOXA1_ONECUT1	1	695	70	115
template1_class3_PPARA_NR2F2_FOXA1_REST	1	368	45	0
template1_class3_PPARA_NR2F2_FOXA1_XBP1	1	0	0	2
template1_class3_PPARA_NR2F2_HNF1A_CEBPA	1	3	8	11
template1_class3_PPARA_NR2F2_HNF1A_CTCF	1	559	32	38
template1_class3_PPARA_NR2F2_HNF1A_FOXA1	1	2	12	7
template1_class3_PPARA_NR2F2_HNF1A_ONECUT1	1	227	16	29
template1_class3_PPARA_NR2F2_HNF1A_REST	1	1133	44	14
template1_class3_PPARA_NR2F2_HNF1A_XBP1	1	1876	158	38
template1_class3_PPARA_NR2F2_ONECUT1_CEBPA	1	654	41	0
template1_class3_PPARA_NR2F2_ONECUT1_CTCF	1	523	37	22
template1_class3_PPARA_NR2F2_ONECUT1_FOXA1	1	1131	102	74
template1_class3_PPARA_NR2F2_ONECUT1_HNF1A	1	356	104	52
template1_class3_PPARA_NR2F2_ONECUT1_REST	1	447	25	13
template1_class3_PPARA_NR2F2_ONECUT1_XBP1	1	311	49	84
template1_class3_PPARA_NR2F2_REST_CEBPA	1	695	52	17
template1_class3_PPARA_NR2F2_REST_CTCF	1	821	41	0
template1_class3_PPARA_NR2F2_REST_FOXA1	1	640	43	71
template1_class3_PPARA_NR2F2_REST_HNF1A	1	2232	112	106
template1_class3_PPARA_NR2F2_REST_ONECUT1	1	522	40	47
template1_class3_PPARA_NR2F2_REST_XBP1	1	726	33	36
template1_class3_PPARA_NR2F2_XBP1_CEBPA	1	2	26	13
template1_class3_PPARA_NR2F2_XBP1_CTCF	1	605	18	0
template1_class3_PPARA_NR2F2_XBP1_FOXA1	1	6	12	14
template1_class3_PPARA_NR2F2_XBP1_HNF1A	1	1736	77	50
template1_class3_PPARA_NR2F2_XBP1_ONECUT1	1	483	39	46
template1_class3_PPARA_NR2F2_XBP1_REST	1	1440	33	42
template1_class3_PPARA_ONECUT1_CEBPA_CTCF	1	368	42	41
template1_class3_PPARA_ONECUT1_CEBPA_FOXA1	1	869	90	17
template1_class3_PPARA_ONECUT1_CEBPA_HNF1A	1	497	71	69
template1_class3_PPARA_ONECUT1_CEBPA_NR2F2	1	134	46	20
template1_class3_PPARA_ONECUT1_CEBPA_REST	1	1093	119	51
template1_class3_PPARA_ONECUT1_CEBPA_XBP1	1	573	28	24
template1_class3_PPARA_ONECUT1_CTCF_CEBPA	1	934	63	71
template1_class3_PPARA_ONECUT1_CTCF_FOXA1	1	722	24	64
template1_class3_PPARA_ONECUT1_CTCF_HNF1A	1	505	57	54
template1_class3_PPARA_ONECUT1_CTCF_NR2F2	1	337	36	33
template1_class3_PPARA_ONECUT1_CTCF_REST	1	400	37	7
template1_class3_PPARA_ONECUT1_CTCF_XBP1	1	383	22	27
template1_class3_PPARA_ONECUT1_FOXA1_CEBPA	1	531	39	30
template1_class3_PPARA_ONECUT1_FOXA1_CTCF	1	467	37	23
template1_class3_PPARA_ONECUT1_FOXA1_HNF1A	1	743	51	16
template1_class3_PPARA_ONECUT1_FOXA1_NR2F2	1	215	82	19
template1_class3_PPARA_ONECUT1_FOXA1_REST	1	572	18	10
template1_class3_PPARA_ONECUT1_FOXA1_XBP1	1	469	71	78
template1_class3_PPARA_ONECUT1_HNF1A_CEBPA	1	429	37	49
template1_class3_PPARA_ONECUT1_HNF1A_CTCF	1	378	54	23
template1_class3_PPARA_ONECUT1_HNF1A_FOXA1	1	601	77	34
template1_class3_PPARA_ONECUT1_HNF1A_NR2F2	1	51	56	21
template1_class3_PPARA_ONECUT1_HNF1A_REST	1	329	69	9
template1_class3_PPARA_ONECUT1_HNF1A_XBP1	1	1287	111	86
template1_class3_PPARA_ONECUT1_NR2F2_CEBPA	1	176	70	45
template1_class3_PPARA_ONECUT1_NR2F2_CTCF	1	381	15	19
template1_class3_PPARA_ONECUT1_NR2F2_FOXA1	1	63	20	37
template1_class3_PPARA_ONECUT1_NR2F2_HNF1A	1	2	19	8
template1_class3_PPARA_ONECUT1_NR2F2_REST	1	323	34	24
template1_class3_PPARA_ONECUT1_NR2F2_XBP1	1	13	23	40
template1_class3_PPARA_ONECUT1_REST_CEBPA	1	541	19	13
template1_class3_PPARA_ONECUT1_REST_CTCF	1	440	118	14
template1_class3_PPARA_ONECUT1_REST_FOXA1	1	574	23	20
template1_class3_PPARA_ONECUT1_REST_HNF1A	1	814	138	47
template1_class3_PPARA_ONECUT1_REST_NR2F2	1	420	66	36
template1_class3_PPARA_ONECUT1_REST_XBP1	1	412	14	2
template1_class3_PPARA_ONECUT1_XBP1_CEBPA	1	876	42	52
template1_class3_PPARA_ONECUT1_XBP1_CTCF	1	133	7	10
template1_class3_PPARA_ONECUT1_XBP1_FOXA1	1	525	31	9
template1_class3_PPARA_ONECUT1_XBP1_HNF1A	1	1905	189	85
template1_class3_PPARA_ONECUT1_XBP1_NR2F2	1	71	21	60
template1_class3_PPARA_ONECUT1_XBP1_REST	1	376	6	6
template1_class3_PPARA_REST_CEBPA_CTCF	1	162	3	3
template1_class3_PPARA_REST_CEBPA_FOXA1	1	503	35	0
template1_class3_PPARA_REST_CEBPA_HNF1A	1	383	33	11
template1_class3_PPARA_REST_CEBPA_NR2F2	1	257	16	23
template1_class3_PPARA_REST_CEBPA_ONECUT1	1	835	19	70
template1_class3_PPARA_REST_CEBPA_XBP1	1	341	2	2
template1_class3_PPARA_REST_CTCF_CEBPA	1	433	35	24
template1_class3_PPARA_REST_CTCF_FOXA1	1	371	4	4
template1_class3_PPARA_REST_CTCF_HNF1A	1	346	9	19
template1_class3_PPARA_REST_CTCF_NR2F2	1	832	30	7
template1_class3_PPARA_REST_CTCF_ONECUT1	1	591	39	4
template1_class3_PPARA_REST_CTCF_XBP1	1	415	8	19
template1_class3_PPARA_REST_FOXA1_CEBPA	1	579	50	9
template1_class3_PPARA_REST_FOXA1_CTCF	1	402	26	27
template1_class3_PPARA_REST_FOXA1_HNF1A	1	624	77	49
template1_class3_PPARA_REST_FOXA1_NR2F2	1	199	18	8
template1_class3_PPARA_REST_FOXA1_ONECUT1	1	626	31	21
template1_class3_PPARA_REST_FOXA1_XBP1	1	118	8	5
template1_class3_PPARA_REST_HNF1A_CEBPA	1	489	53	14
template1_class3_PPARA_REST_HNF1A_CTCF	1	430	35	24
template1_class3_PPARA_REST_HNF1A_FOXA1	1	979	63	68
template1_class3_PPARA_REST_HNF1A_NR2F2	1	280	83	18
template1_class3_PPARA_REST_HNF1A_ONECUT1	1	301	13	13
template1_class3_PPARA_REST_HNF1A_XBP1	1	685	48	56
template1_class3_PPARA_REST_NR2F2_CEBPA	1	69	18	15
template1_class3_PPARA_REST_NR2F2_CTCF	1	996	34	28
template1_class3_PPARA_REST_NR2F2_FOXA1	1	4	8	19
template1_class3_PPARA_REST_NR2F2_HNF1A	1	122	30	37
template1_class3_PPARA_REST_NR2F2_ONECUT1	1	1	4	7
template1_class3_PPARA_REST_NR2F2_XBP1	1	142	20	11
template1_class3_PPARA_REST_ONECUT1_CEBPA	1	1063	127	31
template1_class3_PPARA_REST_ONECUT1_CTCF	1	231	22	3
template1_class3_PPARA_REST_ONECUT1_FOXA1	1	604	89	42
template1_class3_PPARA_REST_ONECUT1_HNF1A	1	543	36	15
template1_class3_PPARA_REST_ONECUT1_NR2F2	1	184	38	0
template1_class3_PPARA_REST_ONECUT1_XBP1	1	435	22	10
template1_class3_PPARA_REST_XBP1_CEBPA	1	753	37	50
template1_class3_PPARA_REST_XBP1_CTCF	1	175	5	0
template1_class3_PPARA_REST_XBP1_FOXA1	1	533	68	14
template1_class3_PPARA_REST_XBP1_HNF1A	1	916	139	48
template1_class3_PPARA_REST_XBP1_NR2F2	1	274	11	21
template1_class3_PPARA_REST_XBP1_ONECUT1	1	489	24	0
template1_class3_PPARA_XBP1_CEBPA_CTCF	1	723	128	41
template1_class3_PPARA_XBP1_CEBPA_FOXA1	1	522	51	24
template1_class3_PPARA_XBP1_CEBPA_HNF1A	1	822	82	42
template1_class3_PPARA_XBP1_CEBPA_NR2F2	1	330	43	14
template1_class3_PPARA_XBP1_CEBPA_ONECUT1	1	354	4	19
template1_class3_PPARA_XBP1_CEBPA_REST	1	525	9	29
template1_class3_PPARA_XBP1_CTCF_CEBPA	1	436	43	0
template1_class3_PPARA_XBP1_CTCF_FOXA1	1	754	26	48
template1_class3_PPARA_XBP1_CTCF_HNF1A	1	542	78	60
template1_class3_PPARA_XBP1_CTCF_NR2F2	1	540	38	22
template1_class3_PPARA_XBP1_CTCF_ONECUT1	1	404	31	61
template1_class3_PPARA_XBP1_CTCF_REST	1	499	45	13
template1_class3_PPARA_XBP1_FOXA1_CEBPA	1	1324	75	115
template1_class3_PPARA_XBP1_FOXA1_CTCF	1	425	31	11
template1_class3_PPARA_XBP1_FOXA1_HNF1A	1	1197	139	41
template1_class3_PPARA_XBP1_FOXA1_NR2F2	1	326	56	51
template1_class3_PPARA_XBP1_FOXA1_ONECUT1	1	1003	87	128
template1_class3_PPARA_XBP1_FOXA1_REST	1	272	54	24
template1_class3_PPARA_XBP1_HNF1A_CEBPA	1	882	92	43
template1_class3_PPARA_XBP1_HNF1A_CTCF	1	397	78	44
template1_class3_PPARA_XBP1_HNF1A_FOXA1	1	482	99	66
template1_class3_PPARA_XBP1_HNF1A_NR2F2	1	53	68	90
template1_class3_PPARA_XBP1_HNF1A_ONECUT1	1	857	73	5
template1_class3_PPARA_XBP1_HNF1A_REST	1	623	40	16
template1_class3_PPARA_XBP1_NR2F2_CEBPA	1	1	5	18
template1_class3_PPARA_XBP1_NR2F2_CTCF	1	1233	72	7
template1_class3_PPARA_XBP1_NR2F2_FOXA1	1	0	8	12
template1_class3_PPARA_XBP1_NR2F2_HNF1A	1	0	2	0
template1_class3_PPARA_XBP1_NR2F2_ONECUT1	1	0	28	16
template1_class3_PPARA_XBP1_NR2F2_REST	1	4	11	19
template1_class3_PPARA_XBP1_ONECUT1_CEBPA	1	540	63	40
template1_class3_PPARA_XBP1_ONECUT1_CTCF	1	274	25	6
template1_class3_PPARA_XBP1_ONECUT1_FOXA1	1	492	36	4
template1_class3_PPARA_XBP1_ONECUT1_HNF1A	1	593	84	67
template1_class3_PPARA_XBP1_ONECUT1_NR2F2	1	171	38	41
template1_class3_PPARA_XBP1_ONECUT1_REST	1	550	54	8
template1_class3_PPARA_XBP1_REST_CEBPA	1	506	42	42
template1_class3_PPARA_XBP1_REST_CTCF	1	430	23	33
template1_class3_PPARA_XBP1_REST_FOXA1	1	634	36	3
template1_class3_PPARA_XBP1_REST_HNF1A	1	576	24	26
template1_class3_PPARA_XBP1_REST_NR2F2	1	906	45	26
template1_class3_PPARA_XBP1_REST_ONECUT1	1	475	15	15
template1_class3_REST_CEBPA_CTCF_FOXA1	1	518	46	5
template1_class3_REST_CEBPA_CTCF_HNF1A	1	655	96	13
template1_class3_REST_CEBPA_CTCF_NR2F2	1	597	97	51
template1_class3_REST_CEBPA_CTCF_ONECUT1	1	334	22	14
template1_class3_REST_CEBPA_CTCF_PPARA	1	257	16	0
template1_class3_REST_CEBPA_CTCF_XBP1	1	393	20	0
template1_class3_REST_CEBPA_FOXA1_CTCF	1	743	76	29
template1_class3_REST_CEBPA_FOXA1_HNF1A	1	820	148	56
template1_class3_REST_CEBPA_FOXA1_NR2F2	1	13	23	25
template1_class3_REST_CEBPA_FOXA1_ONECUT1	1	715	55	21
template1_class3_REST_CEBPA_FOXA1_PPARA	1	386	35	20
template1_class3_REST_CEBPA_FOXA1_XBP1	1	837	26	10
template1_class3_REST_CEBPA_HNF1A_CTCF	1	337	53	4
template1_class3_REST_CEBPA_HNF1A_FOXA1	1	631	57	92
template1_class3_REST_CEBPA_HNF1A_NR2F2	1	554	42	24
template1_class3_REST_CEBPA_HNF1A_ONECUT1	1	775	51	16
template1_class3_REST_CEBPA_HNF1A_PPARA	1	526	30	23
template1_class3_REST_CEBPA_HNF1A_XBP1	1	722	83	46
template1_class3_REST_CEBPA_NR2F2_CTCF	1	424	31	11
template1_class3_REST_CEBPA_NR2F2_FOXA1	1	0	7	7
template1_class3_REST_CEBPA_NR2F2_HNF1A	1	0	18	2
template1_class3_REST_CEBPA_NR2F2_ONECUT1	1	1	3	5
template1_class3_REST_CEBPA_NR2F2_PPARA	1	332	33	34
